File_Name,Transcription,Ground_Truth
5142-36586-0004.flac,Effects of the increased use and disuse of parts.,EFFECTS OF THE INCREASED USE AND DISUSE OF PARTS
5142-36600-0000.flac,Chapter 7 on the races of man.,CHAPTER SEVEN ON THE RACES OF MAN
5142-36600-0001.flac,"In determining whether or more allied forms ought to be ranked as species or varieties, naturalists are practically guided by the following considerations, namely the amount of difference between them, and whether such differences relate to few or many points of structure, and whether they are a physiological importance. But more especially whether they are constant.",IN DETERMINING WHETHER TWO OR MORE ALLIED FORMS OUGHT TO BE RANKED AS SPECIES OR VARIETIES NATURALISTS ARE PRACTICALLY GUIDED BY THE FOLLOWING CONSIDERATIONS NAMELY THE AMOUNT OF DIFFERENCE BETWEEN THEM AND WHETHER SUCH DIFFERENCES RELATE TO FEW OR MANY POINTS OF STRUCTURE AND WHETHER THEY ARE OF PHYSIOLOGICAL IMPORTANCE BUT MORE ESPECIALLY WHETHER THEY ARE CONSTANT
5639-40744-0000.flac,"A lover to clock at struck. It was a fine clear night that were the only persons on the road, and they sounded leisurely along, to avoid paying the price of fatigue for the recreation provided for the Toledans and the valley or on the banks of their river.",ELEVEN O'CLOCK HAD STRUCK IT WAS A FINE CLEAR NIGHT THEY WERE THE ONLY PERSONS ON THE ROAD AND THEY SAUNTERED LEISURELY ALONG TO AVOID PAYING THE PRICE OF FATIGUE FOR THE RECREATION PROVIDED FOR THE TOLEDANS IN THEIR VALLEY OR ON THE BANKS OF THEIR RIVER
5639-40744-0001.flac,"Secure as he thought, and the careful administration of justice in that city, and the character of its well-disposed inhabitants, the good Hidalgo was far from thinking that any disaster could be fault his family.",SECURE AS HE THOUGHT IN THE CAREFUL ADMINISTRATION OF JUSTICE IN THAT CITY AND THE CHARACTER OF ITS WELL DISPOSED INHABITANTS THE GOOD HIDALGO WAS FAR FROM THINKING THAT ANY DISASTER COULD BEFAL HIS FAMILY
5639-40744-0002.flac,"Rudolfo and his companions, where their faces muffled in their cloaks, stared rudely and insulently at the mother the daughter and the servant made.",RODOLFO AND HIS COMPANIONS WITH THEIR FACES MUFFLED IN THEIR CLOAKS STARED RUDELY AND INSOLENTLY AT THE MOTHER THE DAUGHTER AND THE SERVANT MAID
5639-40744-0003.flac,"In a moment, he communicated his thoughts to his companions, and in the next moment, they resolved to turn back and carry her off to please Redolfo. For the rich who are open-handed always find parasites ready to encourage their bad propensities. And thus to conceive this wicked design, to communicate it, approve it, resolve on ravishing the only Arcadia, and to carry that design into effect was the work of a moment.",IN A MOMENT HE COMMUNICATED HIS THOUGHTS TO HIS COMPANIONS AND IN THE NEXT MOMENT THEY RESOLVED TO TURN BACK AND CARRY HER OFF TO PLEASE RODOLFO FOR THE RICH WHO ARE OPEN HANDED ALWAYS FIND PARASITES READY TO ENCOURAGE THEIR BAD PROPENSITIES AND THUS TO CONCEIVE THIS WICKED DESIGN TO COMMUNICATE IT APPROVE IT RESOLVE ON RAVISHING LEOCADIA AND TO CARRY THAT DESIGN INTO EFFECT WAS THE WORK OF A MOMENT
5639-40744-0004.flac,"They drew their swords, hid their faces in the flaps of their cloaks, turned back and soon came in front of the little party, who had not yet done giving thanks to God for their escape from those audacious men.",THEY DREW THEIR SWORDS HID THEIR FACES IN THE FLAPS OF THEIR CLOAKS TURNED BACK AND SOON CAME IN FRONT OF THE LITTLE PARTY WHO HAD NOT YET DONE GIVING THANKS TO GOD FOR THEIR ESCAPE FROM THOSE AUDACIOUS MEN
5639-40744-0005.flac,"Finally, the one party went off exalting and the other was left in desolation and will.",FINALLY THE ONE PARTY WENT OFF EXULTING AND THE OTHER WAS LEFT IN DESOLATION AND WOE
5639-40744-0006.flac,"Rudolfo arrived at his own house without any impediment. And Leo Kadeus parents reached there, his heart broken and despairing.",RODOLFO ARRIVED AT HIS OWN HOUSE WITHOUT ANY IMPEDIMENT AND LEOCADIA'S PARENTS REACHED THEIRS HEART BROKEN AND DESPAIRING
5639-40744-0007.flac,Meanwhile Rudolfo had located his safe in his custody and in his own apartment.,MEANWHILE RODOLFO HAD LEOCADIA SAFE IN HIS CUSTODY AND IN HIS OWN APARTMENT
5639-40744-0008.flac,Who touches me am I in bed?,WHO TOUCHES ME AM I IN BED
5639-40744-0009.flac,"Mother, do your father, do you hear me?",MOTHER DEAR FATHER DO YOU HEAR ME
5639-40744-0010.flac,It is the only amends I ask of you for the wrong you have done me.,IT IS THE ONLY AMENDS I ASK OF YOU FOR THE WRONG YOU HAVE DONE ME
5639-40744-0011.flac,"She found the door, but it was locked outside.",SHE FOUND THE DOOR BUT IT WAS LOCKED OUTSIDE
5639-40744-0012.flac,"She succeeded in opening the window, and the moonlight shown in so brightly that she could distinguish the color of some damask hanging in the room.",SHE SUCCEEDED IN OPENING THE WINDOW AND THE MOONLIGHT SHONE IN SO BRIGHTLY THAT SHE COULD DISTINGUISH THE COLOUR OF SOME DAMASK HANGINGS IN THE ROOM
5639-40744-0013.flac,"She saw that the bed was gilded and so rich that it seemed that of a prince, rather that of a private gentleman.",SHE SAW THAT THE BED WAS GILDED AND SO RICH THAT IT SEEMED THAT OF A PRINCE RATHER THAN OF A PRIVATE GENTLEMAN
5639-40744-0014.flac,Among other things on which he cast her eyes with a small crucifix of solid silver standing on a cabinet near the window.,AMONG OTHER THINGS ON WHICH SHE CAST HER EYES WAS A SMALL CRUCIFIX OF SOLID SILVER STANDING ON A CABINET NEAR THE WINDOW
5639-40744-0015.flac,"This person was redulfu, although he had gone to look for his friends had changed his mind in that respect, not thinking it advisable to acquaint them but what had passed between him and the girl.",THIS PERSON WAS RODOLFO WHO THOUGH HE HAD GONE TO LOOK FOR HIS FRIENDS HAD CHANGED HIS MIND IN THAT RESPECT NOT THINKING IT ADVISABLE TO ACQUAINT THEM WITH WHAT HAD PASSED BETWEEN HIM AND THE GIRL
5639-40744-0016.flac,"On the contrary, he resolved to tell them that repenting of his violence and move by a tear, see it only carried her halfway towards his house and then let her go.",ON THE CONTRARY HE RESOLVED TO TELL THEM THAT REPENTING OF HIS VIOLENCE AND MOVED BY HER TEARS HE HAD ONLY CARRIED HER HALF WAY TOWARDS HIS HOUSE AND THEN LET HER GO
5639-40744-0017.flac,"Choking with emotion, Leo Kedia made a sign to her parents that she wished to be alone with them.",CHOKING WITH EMOTION LEOCADI MADE A SIGN TO HER PARENTS THAT SHE WISHED TO BE ALONE WITH THEM
5639-40744-0018.flac,"That would be very well my child, reply to father. If your plan were not liable to be frustrated by ordinary cunning, but no doubt this image had been already missed by his owner, and he will have set it down for certain that it was taken out of the room by the person he locked up there.",THAT WOULD BE VERY WELL MY CHILD REPLIED HER FATHER IF YOUR PLAN WERE NOT LIABLE TO BE FRUSTRATED BY ORDINARY CUNNING BUT NO DOUBT THIS IMAGE HAS BEEN ALREADY MISSED BY ITS OWNER AND HE WILL HAVE SET IT DOWN FOR CERTAIN THAT IT WAS TAKEN OUT OF THE ROOM BY THE PERSON HE LOCKED UP THERE
5639-40744-0019.flac,What you had best do my child is to keep it and pray to it that since it was a witness to your undoing It will dain to vindicate your cause by its righteous judgment,WHAT YOU HAD BEST DO MY CHILD IS TO KEEP IT AND PRAY TO IT THAT SINCE IT WAS A WITNESS TO YOUR UNDOING IT WILL DEIGN TO VINDICATE YOUR CAUSE BY ITS RIGHTEOUS JUDGMENT
5639-40744-0020.flac,"Thus did the humane and right-minded father comfort his unhappy daughter, and her mother embracing her again did all she could to sue the feelings.",THUS DID THIS HUMANE AND RIGHT MINDED FATHER COMFORT HIS UNHAPPY DAUGHTER AND HER MOTHER EMBRACING HER AGAIN DID ALL SHE COULD TO SOOTHE HER FEELINGS
5639-40744-0021.flac,"She, meanwhile, passed her life with her parents in the strictest retirement, never letting herself be seen, but shining every eye-alisted should read her misfortune in her face.",SHE MEANWHILE PASSED HER LIFE WITH HER PARENTS IN THE STRICTEST RETIREMENT NEVER LETTING HERSELF BE SEEN BUT SHUNNING EVERY EYE LEST IT SHOULD READ HER MISFORTUNE IN HER FACE
5639-40744-0022.flac,"Time rolled on, the hour of her delivery arrived. It took place in the Atmos secrecy. Her mother taking upon her the office of Midwife, as she gave birth to a son. One of the most beautiful ever seen.",TIME ROLLED ON THE HOUR OF HER DELIVERY ARRIVED IT TOOK PLACE IN THE UTMOST SECRECY HER MOTHER TAKING UPON HER THE OFFICE OF MIDWIFE AND SHE GAVE BIRTH TO A SON ONE OF THE MOST BEAUTIFUL EVER SEEN
5639-40744-0023.flac,"And the boy walked through the streets, blessings were shoured upon him by all who saw him. Blessing upon his beauty, upon the mother that bore him, upon the father that begot him, upon those who brought him up so well.",WHEN THE BOY WALKED THROUGH THE STREETS BLESSINGS WERE SHOWERED UPON HIM BY ALL WHO SAW HIM BLESSINGS UPON HIS BEAUTY UPON THE MOTHER THAT BORE HIM UPON THE FATHER THAT BEGOT HIM UPON THOSE WHO BROUGHT HIM UP SO WELL
5639-40744-0024.flac,"One day when the boy was sent by his grandfather with a message to a relation, he passed along his street in which there was a great concourse of horsemen.",ONE DAY WHEN THE BOY WAS SENT BY HIS GRANDFATHER WITH A MESSAGE TO A RELATION HE PASSED ALONG A STREET IN WHICH THERE WAS A GREAT CONCOURSE OF HORSEMEN
5639-40744-0025.flac,"The bed she too well remembered was there, and above all the cabinet, on which had stood the image she had taken away, will still on the same spot.",THE BED SHE TOO WELL REMEMBERED WAS THERE AND ABOVE ALL THE CABINET ON WHICH HAD STOOD THE IMAGE SHE HAD TAKEN AWAY WAS STILL ON THE SAME SPOT
5639-40744-0026.flac,Lewis was out of danger in a fortnight. In a month he rose from his bed and during all that time he was visited daily by his mother and grandmother and treated by the master and mistress of the house as if he was their own child.,LUIS WAS OUT OF DANGER IN A FORTNIGHT IN A MONTH HE ROSE FROM HIS BED AND DURING ALL THAT TIME HE WAS VISITED DAILY BY HIS MOTHER AND GRANDMOTHER AND TREATED BY THE MASTER AND MISTRESS OF THE HOUSE AS IF HE WAS THEIR OWN CHILD
5639-40744-0027.flac,"Thus saying and pressing the crucifix to her breast, she fell fainting into the arms of Donna Estafania, who has a gentle woman, to whose sex pity is a natural as cruelty as to a man. Instantly pressed her lips to those of the fainting girl, shedding over her so many tears that there needed no other sprinkling of water to recover Leo Kedia from her soon.",THUS SAYING AND PRESSING THE CRUCIFIX TO HER BREAST SHE FELL FAINTING INTO THE ARMS OF DONA ESTAFANIA WHO AS A GENTLEWOMAN TO WHOSE SEX PITY IS AS NATURAL AS CRUELTY IS TO MAN INSTANTLY PRESSED HER LIPS TO THOSE OF THE FAINTING GIRL SHEDDING OVER HER SO MANY TEARS THAT THERE NEEDED NO OTHER SPRINKLING OF WATER TO RECOVER LEOCADIA FROM HER SWOON
5639-40744-0028.flac,"I have great things to tell you, Sinear, Sadhana, as the Fahniya to her husband. The cream and substance of which is this, the fainting girl before you is your daughter, and the boy is your grandson.",I HAVE GREAT THINGS TO TELL YOU SENOR SAID DONA ESTAFANIA TO HER HUSBAND THE CREAM AND SUBSTANCE OF WHICH IS THIS THE FAINTING GIRL BEFORE YOU IS YOUR DAUGHTER AND THAT BOY IS YOUR GRANDSON
5639-40744-0029.flac,This truth which I have learned from her lips is confirmed by his face in which we have both be held that of our son.,THIS TRUTH WHICH I HAVE LEARNED FROM HER LIPS IS CONFIRMED BY HIS FACE IN WHICH WE HAVE BOTH BEHELD THAT OF OUR SON
5639-40744-0030.flac,"Just then Leo Kedia came to herself, and embracing the cross seemed changed into a sea of tears, and the gentleman remaining in out of her willement, until his wife had repeated to him from beginning to end, Leo Kedia's whole story, and he believed it, through the blessed dispensation of heaven which had confirmed it by so many convincing testimonies.",JUST THEN LEOCADIA CAME TO HERSELF AND EMBRACING THE CROSS SEEMED CHANGED INTO A SEA OF TEARS AND THE GENTLEMAN REMAINED IN UTTER BEWILDERMENT UNTIL HIS WIFE HAD REPEATED TO HIM FROM BEGINNING TO END LEOCADIA'S WHOLE STORY AND HE BELIEVED IT THROUGH THE BLESSED DISPENSATION OF HEAVEN WHICH HAD CONFIRMED IT BY SO MANY CONVINCING TESTIMONIES
5639-40744-0031.flac,"So persuasive were her and treaties, and so strong her assurances that no harm whatever could result to them, from the information she sought. They were induced to confess that one summer's night, the same she had mentioned, themselves and another friend being out on a stroll with her dollful. They had been concerned in the adoption of a girl whom her dollful carried off, whilst the rest of them detained her family, who made a great outcry and would have defended her if they could.",SO PERSUASIVE WERE HER ENTREATIES AND SO STRONG HER ASSURANCES THAT NO HARM WHATEVER COULD RESULT TO THEM FROM THE INFORMATION SHE SOUGHT THEY WERE INDUCED TO CONFESS THAT ONE SUMMER'S NIGHT THE SAME SHE HAD MENTIONED THEMSELVES AND ANOTHER FRIEND BEING OUT ON A STROLL WITH RODOLFO THEY HAD BEEN CONCERNED IN THE ABDUCTION OF A GIRL WHOM RODOLFO CARRIED OFF WHILST THE REST OF THEM DETAINED HER FAMILY WHO MADE A GREAT OUTCRY AND WOULD HAVE DEFENDED HER IF THEY COULD
5639-40744-0032.flac,"For God's sake, my lady mother, give me a wife who would be an agreeable companion. Not one who will discuss me so that we may both bear evenly and with mutual goodwill, the yoke imposed on us by heaven. Instead of pulling this way and that way, I'm fritting each other to death.",FOR GOD'S SAKE MY LADY MOTHER GIVE ME A WIFE WHO WOULD BE AN AGREEABLE COMPANION NOT ONE WHO WILL DISGUST ME SO THAT WE MAY BOTH BEAR EVENLY AND WITH MUTUAL GOOD WILL THE YOKE IMPOSED ON US BY HEAVEN INSTEAD OF PULLING THIS WAY AND THAT WAY AND FRETTING EACH OTHER TO DEATH
5639-40744-0033.flac,"Her bearing was graceful and animated, she let her son by the hand, and before her walked two maids with wax lights and silver candlesticks.",HER BEARING WAS GRACEFUL AND ANIMATED SHE LED HER SON BY THE HAND AND BEFORE HER WALKED TWO MAIDS WITH WAX LIGHTS AND SILVER CANDLESTICKS
5639-40744-0034.flac,"All rose to do her reverence as if something from heaven had miraculously appeared before them. But gazing on her and trans with admiration, not one of them was able to address a single word to her.",ALL ROSE TO DO HER REVERENCE AS IF SOMETHING FROM HEAVEN HAD MIRACULOUSLY APPEARED BEFORE THEM BUT GAZING ON HER ENTRANCED WITH ADMIRATION NOT ONE OF THEM WAS ABLE TO ADDRESS A SINGLE WORD TO HER
5639-40744-0035.flac,"She reflected how near she stood to the crisis, which was to determine whether she was to be blessed or unhappy forever, and racked by the intensity of her emotions, she suddenly changed color. Her head dropped and she fell forward in a soon into the arms of the Dismaid Estafania.",SHE REFLECTED HOW NEAR SHE STOOD TO THE CRISIS WHICH WAS TO DETERMINE WHETHER SHE WAS TO BE BLESSED OR UNHAPPY FOR EVER AND RACKED BY THE INTENSITY OF HER EMOTIONS SHE SUDDENLY CHANGED COLOUR HER HEAD DROPPED AND SHE FELL FORWARD IN A SWOON INTO THE ARMS OF THE DISMAYED ESTAFANIA
5639-40744-0036.flac,"His mother had left her to him as being her distant protector, but when she saw that he too was insensible. She was near making a third and would have done so had he not come to himself.",HIS MOTHER HAD LEFT HER TO HIM AS BEING HER DESTINED PROTECTOR BUT WHEN SHE SAW THAT HE TOO WAS INSENSIBLE SHE WAS NEAR MAKING A THIRD AND WOULD HAVE DONE SO HAD HE NOT COME TO HIMSELF
5639-40744-0037.flac,"No then, son of my heart, that this fainting lady is your real bride. I say real because she is the one whom your father and I have chosen for you and the portrait was a pretense.",KNOW THEN SON OF MY HEART THAT THIS FAINTING LADY IS YOUR REAL BRIDE I SAY REAL BECAUSE SHE IS THE ONE WHOM YOUR FATHER AND I HAVE CHOSEN FOR YOU AND THE PORTRAIT WAS A PRETENCE
5639-40744-0038.flac,"Just at the moment, when the tears of the pitying beholders flowed fastest, and there are calculations where most expressive of despair, the Ocaria gaysigns of recovery, and brought back gladness through the hearts of all.",JUST AT THE MOMENT WHEN THE TEARS OF THE PITYING BEHOLDERS FLOWED FASTEST AND THEIR EJACULATIONS WERE MOST EXPRESSIVE OF DESPAIR LEOCADIA GAVE SIGNS OF RECOVERY AND BROUGHT BACK GLADNESS TO THE HEARTS OF ALL
5639-40744-0039.flac,"When she came to her senses and blushing to find herself and Rudolfa's arms, would have disengaged herself. No, Sanyora. He said, that must not be, strive not to withdraw from the arms of him who holds you in his soul.",WHEN SHE CAME TO HER SENSES AND BLUSHING TO FIND HERSELF IN RODOLFO'S ARMS WOULD HAVE DISENGAGED HERSELF NO SENORA HE SAID THAT MUST NOT BE STRIVE NOT TO WITHDRAW FROM THE ARMS OF HIM WHO HOLDS YOU IN HIS SOUL
5639-40744-0040.flac,"This was done for the event took place at a time when the consent of the parties was sufficient for the celebration of the marriage. Without any of the preliminary formalities, which are now so properly required.",THIS WAS DONE FOR THE EVENT TOOK PLACE AT A TIME WHEN THE CONSENT OF THE PARTIES WAS SUFFICIENT FOR THE CELEBRATION OF A MARRIAGE WITHOUT ANY OF THE PRELIMINARY FORMALITIES WHICH ARE NOW SO PROPERLY REQUIRED
5639-40744-0041.flac,"Nor was rid off a less surprised than they, and the better to assure himself or so wonderful effect, he begged Locadia to give him some token, which should make perfectly clear to him that which indeed he did not doubt since it was authenticated by his parents.",NOR WAS RODOLFO LESS SURPRISED THAN THEY AND THE BETTER TO ASSURE HIMSELF OF SO WONDERFUL A FACT HE BEGGED LEOCADIA TO GIVE HIM SOME TOKEN WHICH SHOULD MAKE PERFECTLY CLEAR TO HIM THAT WHICH INDEED HE DID NOT DOUBT SINCE IT WAS AUTHENTICATED BY HIS PARENTS
5683-32865-0000.flac,You know Captain Lake.,YOU KNOW CAPTAIN LAKE
5683-32865-0001.flac,"said Lord Chalphard, addressing me.",SAID LORD CHELFORD ADDRESSING ME
5683-32865-0002.flac,He had his hand upon Lake Shoulder.,HE HAD HIS HAND UPON LAKE'S SHOULDER
5683-32865-0003.flac,"There are cousins you know, we are all cousins.",THEY ARE COUSINS YOU KNOW WE ARE ALL COUSINS
5683-32865-0004.flac,"Whatever Lord Chelford said, Miss Brandon received it very graciously, and even with a momentary smile.",WHATEVER LORD CHELFORD SAID MISS BRANDON RECEIVED IT VERY GRACIOUSLY AND EVEN WITH A MOMENTARY SMILE
5683-32865-0005.flac,"But her greeting to Captain Lake was more than usually haughty and frozen, and her features I fancied, particularly proud and pale.",BUT HER GREETING TO CAPTAIN LAKE WAS MORE THAN USUALLY HAUGHTY AND FROZEN AND HER FEATURES I FANCIED PARTICULARLY PROUD AND PALE
5683-32865-0006.flac,"At dinner, Lake was easy and amusing.",AT DINNER LAKE WAS EASY AND AMUSING
5683-32865-0007.flac,"I'm glad you like it says Wilder, Chuckling, Benignantly on it over his shoulder.",I'M GLAD YOU LIKE IT SAYS WYLDER CHUCKLING BENIGNANTLY ON IT OVER HIS SHOULDER
5683-32865-0008.flac,I believe I have a little taste that way. Those are all real you know those jewels.,I BELIEVE I HAVE A LITTLE TASTE THAT WAY THOSE ARE ALL REAL YOU KNOW THOSE JEWELS
5683-32865-0009.flac,"And he placed it in that gentleman's fingers, who now took his turn at the lamp and contemplated the little parallelogram with a gleam of slime amusement.",AND HE PLACED IT IN THAT GENTLEMAN'S FINGERS WHO NOW TOOK HIS TURN AT THE LAMP AND CONTEMPLATED THE LITTLE PARALLELOGRAM WITH A GLEAM OF SLY AMUSEMENT
5683-32865-0010.flac,"I was thinking it's very like the Ace of Hearts, and so the Captain softly smiling on.",I WAS THINKING IT'S VERY LIKE THE ACE OF HEARTS ANSWERED THE CAPTAIN SOFTLY SMILING ON
5683-32865-0011.flac,"Whereupon Lake left quietly, still looking on the ace of hearts with his sli eyes.",WHEREUPON LAKE LAUGHED QUIETLY STILL LOOKING ON THE ACE OF HEARTS WITH HIS SLY EYES
5683-32865-0012.flac,"And while they're left too, more suddenly and noisily, than the humor of the joke seemed quite to call for, and glanced a grim look from the corners of his eyes, unlike. But the gallant captain did not seem to perceive it, and after a few seconds more he handed it very innocently, back to Mrs. Dorothy, only remarking.",AND WYLDER LAUGHED TOO MORE SUDDENLY AND NOISILY THAN THE HUMOUR OF THE JOKE SEEMED QUITE TO CALL FOR AND GLANCED A GRIM LOOK FROM THE CORNERS OF HIS EYES ON LAKE BUT THE GALLANT CAPTAIN DID NOT SEEM TO PERCEIVE IT AND AFTER A FEW SECONDS MORE HE HANDED IT VERY INNOCENTLY BACK TO MISSUS DOROTHY ONLY REMARKING
5683-32865-0013.flac,"Do you know? Lake? Oh, I really can't tell, but he'll soon tire of country life.",DO YOU KNOW LAKE OH I REALLY CAN'T TELL BUT HE'LL SOON TIRE OF COUNTRY LIFE
5683-32865-0014.flac,He's not a man for country quarters.,HE'S NOT A MAN FOR COUNTRY QUARTERS
5683-32865-0015.flac,I had a horror dream about him last night. Then?,I HAD A HORRID DREAM ABOUT HIM LAST NIGHT THAT
5683-32865-0016.flac,"Oh, I know, that's Lauren Brandon.",OH I KNOW THAT'S LORNE BRANDON
5683-32865-0017.flac,"All the time he was talking to me, his angry little eyes were following leak.",ALL THE TIME HE WAS TALKING TO ME HIS ANGRY LITTLE EYES WERE FOLLOWING LAKE
5683-32866-0000.flac,Miss Lake declined the carriage tonight.,MISS LAKE DECLINED THE CARRIAGE TO NIGHT
5683-32866-0001.flac,And he added something still less complimentary.,AND HE ADDED SOMETHING STILL LESS COMPLIMENTARY
5683-32866-0002.flac,But don't these very wise things sometimes turn out very foolishly.,BUT DON'T THESE VERY WISE THINGS SOMETIMES TURN OUT VERY FOOLISHLY
5683-32866-0003.flac,"In the meantime, I had formed a new idea of her.",IN THE MEANTIME I HAD FORMED A NEW IDEA OF HER
5683-32866-0004.flac,"By this time Lord Chalphard and Wilder returned, and disgusted rather with myself, I rumaneded on my want of generalship.",BY THIS TIME LORD CHELFORD AND WYLDER RETURNED AND DISGUSTED RATHER WITH MYSELF I RUMINATED ON MY WANT OF GENERAL SHIP
5683-32866-0005.flac,And he made a little dip of his cane towards Brandon Hall over his shoulder.,AND HE MADE A LITTLE DIP OF HIS CANE TOWARDS BRANDON HALL OVER HIS SHOULDER
5683-32866-0006.flac,"Yes, so they said, but that would I think have been worse.",YES SO THEY SAID BUT THAT WOULD I THINK HAVE BEEN WORSE
5683-32866-0007.flac,"If I fell out of his bin a little bit wild, he's beels a puppet once.",IF A FELLOW'S BEEN A LITTLE BIT WILD HE'S BEELZEBUB AT ONCE
5683-32866-0008.flac,"Braggdins are very good fellow, I can assure you.",BRACTON'S A VERY GOOD FELLOW I CAN ASSURE YOU
5683-32866-0009.flac,"I don't know and can't say how you find gentlemen to find wickedness, only as an obscure female I speak according to my lights and he has generally thought the wickedest man in this county.",I DON'T KNOW AND CAN'T SAY HOW YOU FINE GENTLEMEN DEFINE WICKEDNESS ONLY AS AN OBSCURE FEMALE I SPEAK ACCORDING TO MY LIGHTS AND HE IS GENERALLY THOUGHT THE WICKEDEST MAN IN THIS COUNTY
5683-32866-0010.flac,"Well, you know, Rady, women like wicked fellows. It is contrast, I suppose, but they do. And I'm sure from what Brockton has said to me, I know him intimately, that Dorcus likes him, and I can't conceive why they are not married.",WELL YOU KNOW RADIE WOMEN LIKE WICKED FELLOWS IT IS CONTRAST I SUPPOSE BUT THEY DO AND I'M SURE FROM WHAT BRACTON HAS SAID TO ME I KNOW HIM INTIMATELY THAT DORCAS LIKES HIM AND I CAN'T CONCEIVE WHY THEY ARE NOT MARRIED
5683-32866-0011.flac,"They're well-continued silent for the greater part. Neither was quite satisfied with the other, but Rachel at last said",THEIR WALK CONTINUED SILENT FOR THE GREATER PART NEITHER WAS QUITE SATISFIED WITH THE OTHER BUT RACHEL AT LAST SAID
5683-32866-0012.flac,"Now that's impossible, Radie. For I really don't think I once thought of him all this evening, except just while we were talking.",NOW THAT'S IMPOSSIBLE RADIE FOR I REALLY DON'T THINK I ONCE THOUGHT OF HIM ALL THIS EVENING EXCEPT JUST WHILE WE WERE TALKING
5683-32866-0013.flac,"There was a bright moonlight broken by the shadows of overhanging bows and withered leaves, and the model lights and shadows glided oddly across his pale features.",THERE WAS A BRIGHT MOONLIGHT BROKEN BY THE SHADOWS OF OVERHANGING BOUGHS AND WITHERED LEAVES AND THE MOTTLED LIGHTS AND SHADOWS GLIDED ODDLY ACROSS HIS PALE FEATURES
5683-32866-0014.flac,Don't insult me Stanley by talking again as you did this morning.,DON'T INSULT ME STANLEY BY TALKING AGAIN AS YOU DID THIS MORNING
5683-32866-0015.flac,What I say is altogether on your own account.,WHAT I SAY IS ALTOGETHER ON YOUR OWN ACCOUNT
5683-32866-0016.flac,"Mark my words, you'll find him too strong for you. I and too deep.",MARK MY WORDS YOU'LL FIND HIM TOO STRONG FOR YOU AYE AND TOO DEEP
5683-32866-0017.flac,"I am very uneasy about it, whatever it is. I can't help it.",I AM VERY UNEASY ABOUT IT WHATEVER IT IS I CAN'T HELP IT
5683-32866-0018.flac,"To my mind, there has always been something inexpressibly awful in family feuds.",TO MY MIND THERE HAS ALWAYS BEEN SOMETHING INEXPRESSIBLY AWFUL IN FAMILY FEUDS
5683-32866-0019.flac,"The mystery of their origin, their capacity for evolving latent faculties of crime, and the study vitality with which they survived the hers, and speak their deep mouth militities in every newborn generation, have associated them somehow in my mind with a spell of life exceeding and distinct for human and a special satanic action.",THE MYSTERY OF THEIR ORIGIN THEIR CAPACITY FOR EVOLVING LATENT FACULTIES OF CRIME AND THE STEADY VITALITY WITH WHICH THEY SURVIVE THE HEARSE AND SPEAK THEIR DEEP MOUTHED MALIGNITIES IN EVERY NEW BORN GENERATION HAVE ASSOCIATED THEM SOMEHOW IN MY MIND WITH A SPELL OF LIFE EXCEEDING AND DISTINCT FROM HUMAN AND A SPECIAL SATANIC ACTION
5683-32866-0020.flac,The floor more than anything else showed the great age of the room.,THE FLOOR MORE THAN ANYTHING ELSE SHOWED THE GREAT AGE OF THE ROOM
5683-32866-0021.flac,"My bed was unexceptional bleak comfortable, but in my then mood, I could have wished it a great deal more modern.",MY BED WAS UNEXCEPTIONABLY COMFORTABLE BUT IN MY THEN MOOD I COULD HAVE WISHED IT A GREAT DEAL MORE MODERN
5683-32866-0022.flac,It's curtains where a thick and faded tapestry.,ITS CURTAINS WERE OF THICK AND FADED TAPESTRY
5683-32866-0023.flac,all the furniture belonged to other times.,ALL THE FURNITURE BELONGED TO OTHER TIMES
5683-32866-0024.flac,"I sent trouble you about my train of thoughts or fancies, but I began to feel very like a gentle minute in the ghost story. Watching experimentally in a haunted chamber.",I SHAN'T TROUBLE YOU ABOUT MY TRAIN OF THOUGHTS OR FANCIES BUT I BEGAN TO FEEL VERY LIKE A GENTLEMAN IN A GHOST STORY WATCHING EXPERIMENTALLY IN A HAUNTED CHAMBER
5683-32866-0025.flac,I did not even take the precaution of smoking up the chimney.,I DID NOT EVEN TAKE THE PRECAUTION OF SMOKING UP THE CHIMNEY
5683-32866-0026.flac,I boldly lighted my churroot.,I BOLDLY LIGHTED MY CHEROOT
5683-32866-0027.flac,A cold bright moon was shining with clear sharp lights and shadows.,A COLD BRIGHT MOON WAS SHINING WITH CLEAR SHARP LIGHTS AND SHADOWS
5683-32866-0028.flac,"The somber old trees like gigantic hers plumes, black and awful.",THE SOMBRE OLD TREES LIKE GIGANTIC HEARSE PLUMES BLACK AND AWFUL
5683-32866-0029.flac,Somehow I had grown nervous.,SOMEHOW I HAD GROWN NERVOUS
5683-32866-0030.flac,"a little bit of plaster tumble down the chimney and startled me, confoundedly.",A LITTLE BIT OF PLASTER TUMBLED DOWN THE CHIMNEY AND STARTLED ME CONFOUNDEDLY
5683-32879-0000.flac,It was not very much past 11 that morning when the pony carriage from Brandon drew up before the little garden wicked of Redmond's farm.,IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDON DREW UP BEFORE THE LITTLE GARDEN WICKET OF REDMAN'S FARM
5683-32879-0001.flac,"Well, she was better, though she had had a bad night.",WELL SHE WAS BETTER THOUGH SHE HAD HAD A BAD NIGHT
